Exercise_Name,Exercise_Image,Exercise_Image1,muscle_gp_details,muscle_gp,equipment_details,Equipment,Rating,Description
Close push-up to wide push-up,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.5,"A moderately rated exercise targeting the Chest using body only. Close push-up to wide push-up is designed to improve strength, flexibility, and endurance."
Single-arm dumbbell triceps extension,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.5,"A moderately rated exercise targeting the Triceps using dumbbell. Single-arm dumbbell triceps extension is designed to improve strength, flexibility, and endurance."
Butterfly,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.5,"A moderately rated exercise targeting the Chest using machine. Butterfly is designed to improve strength, flexibility, and endurance."
Decline dumbbell bench press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-33n-decline-dumbbell-bench-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-33n-decline-dumbbell-bench-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.5,"Lie on a bench, grip the barbell wider than shoulder-width, lower it to mid-chest, and press up until arms are extended."
V-up,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-76a-v-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-76a-v-up-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.5,"A moderately rated exercise targeting the Abdominals using body only. V-up is designed to improve strength, flexibility, and endurance."
Seated face pull,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.5,"A moderately rated exercise targeting the Shoulders using cable. Seated face pull is designed to improve strength, flexibility, and endurance."
Barbell Bulgarian split squat,https://www.bodybuilding.com/images/2020/xdb/cropped/2020-xdb-60e-barbell-bulgarian-split-squat-m1-crop-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2020-xdb-60e-barbell-bulgarian-split-squat-m2-crop-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.5,"Stand with feet shoulder-width apart, lower down as if sitting back into a chair, keeping knees over toes. Drive through heels to stand."
Reverse-grip lat pull-down,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-74c-reverse-grip-lat-pull-down-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-74c-reverse-grip-lat-pull-down-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,Back,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.5,"A moderately rated exercise targeting the Lats using machine. Reverse-grip lat pull-down is designed to improve strength, flexibility, and endurance."
Standing Biceps Cable Curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-22c-cable-straight-bar-biceps-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-22c-cable-straight-bar-biceps-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.5,"A moderately rated exercise targeting the Biceps using cable. Standing Biceps Cable Curl is designed to improve strength, flexibility, and endurance."
Single-arm cable seated row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-82c-single-arm-cable-seated-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-82c-single-arm-cable-seated-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,Back,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.5,"A moderately rated exercise targeting the Middle Back using cable. Single-arm cable seated row is designed to improve strength, flexibility, and endurance."
Single-arm kettlebell row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-12e-single-arm-dumbbell-bench-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-12e-single-arm-dumbbell-bench-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.5,"A moderately rated exercise targeting the Chest using dumbbell. Single-arm kettlebell row is designed to improve strength, flexibility, and endurance."
Scissors Jump,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-42a-alternating-lunge-jump-m4-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-42a-alternating-lunge-jump-m5-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.5,"A moderately rated exercise targeting the Quadriceps using body only. Scissors Jump is designed to improve strength, flexibility, and endurance."
Wide Stance Stiff Legs,https://www.bodybuilding.com/exercises/exerciseImages/sequences/744/Male/m/744_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/744/Male/m/744_2.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Legs,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.5,"A moderately rated exercise targeting the Hamstrings using barbell. Wide Stance Stiff Legs is designed to improve strength, flexibility, and endurance."
Rack Pull with Bands,https://www.bodybuilding.com/exercises/exerciseImages/sequences/741/Male/m/741_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/741/Male/m/741_2.jpg,https://www.bodybuilding.com/exercises/muscle/lower-back,Back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.5,"A moderately rated exercise targeting the Lower Back using barbell. Rack Pull with Bands is designed to improve strength, flexibility, and endurance."
Drag curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11b-drag-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11b-drag-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.5,"A moderately rated exercise targeting the Biceps using barbell. Drag curl is designed to improve strength, flexibility, and endurance."
Close push-up to wide push-up,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-105a-close-push-up-to-wide-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-105a-close-push-up-to-wide-push-up-m4-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.5,"A moderately rated exercise targeting the Chest using body only. Close push-up to wide push-up is designed to improve strength, flexibility, and endurance."
Single-arm dumbbell triceps extension,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-130d-single-arm-dumbbell-triceps-extension-m2-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-130d-single-arm-dumbbell-triceps-extension-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.5,"A moderately rated exercise targeting the Triceps using dumbbell. Single-arm dumbbell triceps extension is designed to improve strength, flexibility, and endurance."
Butterfly,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-53m-machine-chest-fly-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-53m-machine-chest-fly-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.5,"A moderately rated exercise targeting the Chest using machine. Butterfly is designed to improve strength, flexibility, and endurance."
Seated face pull,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70c-seated-face-pull-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70c-seated-face-pull-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.5,"A moderately rated exercise targeting the Shoulders using cable. Seated face pull is designed to improve strength, flexibility, and endurance."
Rack Pull with Bands,,,https://www.bodybuilding.com/exercises/muscle/lower-back,Back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.5,"A moderately rated exercise targeting the Lower Back using barbell. Rack Pull with Bands is designed to improve strength, flexibility, and endurance."
Drag curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.5,"A moderately rated exercise targeting the Biceps using barbell. Drag curl is designed to improve strength, flexibility, and endurance."
Hang Clean - Below the Knees,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.5,"A moderately rated exercise targeting the Quadriceps using barbell. Hang Clean - Below the Knees is designed to improve strength, flexibility, and endurance."
Decline oblique crunch,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/none,None,8.5,"A moderately rated exercise targeting the Abdominals using none. Decline oblique crunch is designed to improve strength, flexibility, and endurance."
Dumbbell external shoulder rotation,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.5,"A moderately rated exercise targeting the Shoulders using dumbbell. Dumbbell external shoulder rotation is designed to improve strength, flexibility, and endurance."
Single-arm bent-over cable rear delt fly,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48c-single-arm-cable-rear-delt-fly-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48c-single-arm-cable-rear-delt-fly-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.5,"A moderately rated exercise targeting the Shoulders using cable. Single-arm bent-over cable rear delt fly is designed to improve strength, flexibility, and endurance."
Clean,https://www.bodybuilding.com/exercises/exerciseImages/sequences/669/Male/m/669_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/669/Male/m/669_2.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Legs,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.5,"A moderately rated exercise targeting the Hamstrings using barbell. Clean is designed to improve strength, flexibility, and endurance."
Single-arm incline lateral raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-24n-single-arm-incline-lateral-raise-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.5,"A moderately rated exercise targeting the Shoulders using dumbbell. Single-arm incline lateral raise is designed to improve strength, flexibility, and endurance."
Decline bar press sit-up,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-44n-decline-press-sit-up-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.5,"A moderately rated exercise targeting the Abdominals using barbell. Decline bar press sit-up is designed to improve strength, flexibility, and endurance."
Barbell rear delt bent-over row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-03b-barbell-rear-delt-bent-over-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-03b-barbell-rear-delt-bent-over-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.5,"A moderately rated exercise targeting the Shoulders using barbell. Barbell rear delt bent-over row is designed to improve strength, flexibility, and endurance."
Calf Press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-117s-standing-calf-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-117s-standing-calf-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/calves,Legs,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.5,"A moderately rated exercise targeting the Calves using machine. Calf Press is designed to improve strength, flexibility, and endurance."
Kettlebell alternating renegade row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11k-kettlebell-alternating-renegade-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11k-kettlebell-alternating-renegade-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,Back,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.5,"A moderately rated exercise targeting the Middle Back using kettlebells. Kettlebell alternating renegade row is designed to improve strength, flexibility, and endurance."
Bosu Ball Cable Crunch With Side Bends,https://www.bodybuilding.com/exercises/exerciseImages/sequences/932/Male/m/932_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/932/Male/m/932_2.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.5,"A moderately rated exercise targeting the Abdominals using cable. Bosu Ball Cable Crunch With Side Bends is designed to improve strength, flexibility, and endurance."
Stomach Vacuum,https://www.bodybuilding.com/exercises/exerciseImages/sequences/243/Male/m/243_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/243/Male/m/243_2.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.5,"A moderately rated exercise targeting the Abdominals using body only. Stomach Vacuum is designed to improve strength, flexibility, and endurance."
Hammer Grip Incline DB Bench Press,https://www.bodybuilding.com/exercises/exerciseImages/sequences/60/Male/m/60_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/60/Male/m/60_2.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.5,"Lie on a bench, grip the barbell wider than shoulder-width, lower it to mid-chest, and press up until arms are extended."
Wide-grip hands-elevated push-up,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-19e-wide-grip-hands-elevated-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-19e-wide-grip-hands-elevated-push-up-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.5,"A moderately rated exercise targeting the Chest using body only. Wide-grip hands-elevated push-up is designed to improve strength, flexibility, and endurance."
Decline Dumbbell Triceps Extension,https://www.bodybuilding.com/exercises/exerciseImages/sequences/167/Male/m/167_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/167/Male/m/167_2.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.5,"A moderately rated exercise targeting the Triceps using dumbbell. Decline Dumbbell Triceps Extension is designed to improve strength, flexibility, and endurance."
Jumping jack-,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.5,"A moderately rated exercise targeting the Quadriceps using body only. Jumping jack- is designed to improve strength, flexibility, and endurance."
Push-Ups With Feet On An Exercise Ball,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.5,"A moderately rated exercise targeting the Chest using body only. Push-Ups With Feet On An Exercise Ball is designed to improve strength, flexibility, and endurance."
Seated cable shoulder press,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.5,"A moderately rated exercise targeting the Shoulders using cable. Seated cable shoulder press is designed to improve strength, flexibility, and endurance."
Barbell hack squat,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.5,"Stand with feet shoulder-width apart, lower down as if sitting back into a chair, keeping knees over toes. Drive through heels to stand."
Feet-elevated push-up,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20e-feet-elevated-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20e-feet-elevated-push-up-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.5,"A moderately rated exercise targeting the Chest using body only. Feet-elevated push-up is designed to improve strength, flexibility, and endurance."
Good Morning,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-09b-barbell-good-morning-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-09b-barbell-good-morning-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Legs,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.5,"A moderately rated exercise targeting the Hamstrings using barbell. Good Morning is designed to improve strength, flexibility, and endurance."
Leverage Chest Press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-65m-machine-chest-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-65m-machine-chest-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.5,"A moderately rated exercise targeting the Chest using machine. Leverage Chest Press is designed to improve strength, flexibility, and endurance."
Gironda Sternum Chins,https://www.bodybuilding.com/exercises/exerciseImages/sequences/292/Male/m/292_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/292/Male/m/292_2.jpg,https://www.bodybuilding.com/exercises/muscle/lats,Back,https://www.bodybuilding.com/exercises/equipment/other,Other,8.5,"A moderately rated exercise targeting the Lats using other. Gironda Sternum Chins is designed to improve strength, flexibility, and endurance."
Exercise ball crunch,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-23s-exercise-ball-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-23s-exercise-ball-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/exercise-ball,Exercise Ball,8.4,"A moderately rated exercise targeting the Abdominals using exercise ball. Exercise ball crunch is designed to improve strength, flexibility, and endurance."
Seated rear delt fly,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-47e-seated-rear-delt-fly-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-47e-seated-rear-delt-fly-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,"A moderately rated exercise targeting the Shoulders using dumbbell. Seated rear delt fly is designed to improve strength, flexibility, and endurance."
Standing face pull,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-40c-standing-face-pull-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-40c-standing-face-pull-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.4,"A moderately rated exercise targeting the Shoulders using cable. Standing face pull is designed to improve strength, flexibility, and endurance."
Glute Ham Raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-25m-glute-ham-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-25m-glute-ham-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Legs,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.4,"A moderately rated exercise targeting the Hamstrings using machine. Glute Ham Raise is designed to improve strength, flexibility, and endurance."
Russian twist,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-262a-russian-twist-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-262a-russian-twist-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.4,"A moderately rated exercise targeting the Abdominals using body only. Russian twist is designed to improve strength, flexibility, and endurance."
Seated Flat Bench Leg Pull-In,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/finder,Weight Bench,8.4,"A moderately rated exercise targeting the Abdominals using weight bench. Seated Flat Bench Leg Pull-In is designed to improve strength, flexibility, and endurance."
Barbell shrug,,,https://www.bodybuilding.com/exercises/muscle/traps,Shoulders,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.4,"A moderately rated exercise targeting the Traps using barbell. Barbell shrug is designed to improve strength, flexibility, and endurance."
Seated Flat Bench Leg Pull-In,https://www.bodybuilding.com/exercises/exerciseImages/sequences/93/Male/m/93_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/93/Male/m/93_2.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/finder,Weight Bench,8.4,"A moderately rated exercise targeting the Abdominals using weight bench. Seated Flat Bench Leg Pull-In is designed to improve strength, flexibility, and endurance."
Barbell shrug,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-04b-barbell-shrug-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-04b-barbell-shrug-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/traps,Shoulders,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.4,"A moderately rated exercise targeting the Traps using barbell. Barbell shrug is designed to improve strength, flexibility, and endurance."
Standing cable rear delt row,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.4,"A moderately rated exercise targeting the Shoulders using cable. Standing cable rear delt row is designed to improve strength, flexibility, and endurance."
Flat Bench Lying Leg Raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-63a-lying-leg-lift-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-63a-lying-leg-lift-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.4,"A moderately rated exercise targeting the Abdominals using body only. Flat Bench Lying Leg Raise is designed to improve strength, flexibility, and endurance."
Hack Squat,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.4,"Stand with feet shoulder-width apart, lower down as if sitting back into a chair, keeping knees over toes. Drive through heels to stand."
Dumbbell skullcrusher,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,"A moderately rated exercise targeting the Triceps using dumbbell. Dumbbell skullcrusher is designed to improve strength, flexibility, and endurance."
Man-maker,,,https://www.bodybuilding.com/exercises/muscle/middle-back,Back,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,"A moderately rated exercise targeting the Middle Back using dumbbell. Man-maker is designed to improve strength, flexibility, and endurance."
Pallof press,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other,8.4,"A moderately rated exercise targeting the Abdominals using other. Pallof press is designed to improve strength, flexibility, and endurance."
Knees tucked crunch,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.4,"A moderately rated exercise targeting the Abdominals using body only. Knees tucked crunch is designed to improve strength, flexibility, and endurance."
Straight-arm dumbbell pull-over,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26e-straight-arm-dumbbell-pull-over-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26e-straight-arm-dumbbell-pull-over-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,"A moderately rated exercise targeting the Chest using dumbbell. Straight-arm dumbbell pull-over is designed to improve strength, flexibility, and endurance."
Arms-crossed jump squat,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-43a-arms-crossed-jump-squat-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.4,"Stand with feet shoulder-width apart, lower down as if sitting back into a chair, keeping knees over toes. Drive through heels to stand."
Decline Smith Press,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.4,"A moderately rated exercise targeting the Chest using machine. Decline Smith Press is designed to improve strength, flexibility, and endurance."
Band Skull Crusher,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1211/Male/m/1211_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1211/Male/m/1211_2.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/finder,,8.4,"A moderately rated exercise targeting the Triceps using nan. Band Skull Crusher is designed to improve strength, flexibility, and endurance."
Side Wrist Pull,https://www.bodybuilding.com/exercises/exerciseImages/sequences/442/Male/m/442_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/442/Male/m/442_2.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/none,None,8.4,"A moderately rated exercise targeting the Shoulders using none. Side Wrist Pull is designed to improve strength, flexibility, and endurance."
Isometric Wipers,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-122a-typewriter-push-up-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.4,"A moderately rated exercise targeting the Chest using body only. Isometric Wipers is designed to improve strength, flexibility, and endurance."
Skating,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/other,Other,8.4,"A moderately rated exercise targeting the Quadriceps using other. Skating is designed to improve strength, flexibility, and endurance."
Cable cross-over,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-1c-cable-cross-over-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-1c-cable-cross-over-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.4,"A moderately rated exercise targeting the Chest using cable. Cable cross-over is designed to improve strength, flexibility, and endurance."
Treadmill running,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.4,"A moderately rated exercise targeting the Quadriceps using machine. Treadmill running is designed to improve strength, flexibility, and endurance."
One Arm Pronated Dumbbell Triceps Extension,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,"A moderately rated exercise targeting the Triceps using dumbbell. One Arm Pronated Dumbbell Triceps Extension is designed to improve strength, flexibility, and endurance."
Single-arm kettlebell clean and jerk,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.4,"A moderately rated exercise targeting the Shoulders using kettlebells. Single-arm kettlebell clean and jerk is designed to improve strength, flexibility, and endurance."
